,mel,afi,d4r,bea,cas,nsc,d6r,mfi,bik,mtt,ddr,mwf,sod,fer,pcr,bog,mor,cha,lta,imf,dzc,can,non,pau,mei,sti,mtn,jbw,stf,aft,bre,lau,gis,ast,nat,ton,dsc,afs,mtw,gme,doh,rth,d8r,ats,abw,dcc,lev,rut,atn,ltl,bph,clo,lov,mso,dnc,rte,phi,d3r,afy,vsv,los,aww,eab,ave
doh,0.04242508284522401,0.0,0.0,0.0,0.0,0.09976763286879871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09972751459233026,0.0,0.0,0.0,0.4120554002812179,0.0,0.0,0.0,0.0,0.0,0.0,0.16621550737523144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8099897544500271,0.0,0.0,1.0000000000000002,0.0,0.0,0.70630197111252,0.0,0.3931955469781638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rth,0.0,0.0,0.0017830329705547973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002340063641989485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8r,0.0002403214512183597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012271532159675465,0.0,0.24380237697670643,0.0,0.0,0.0,0.0,0.0002120957194365513,0.0,0.10072852264659805,0.0,0.0,0.0,0.0,0.5805045915287218,0.0,0.01048309657083367,0.0,0.0,0.0,0.0,0.0,0.0,0.02547480089420935,0.0,0.0,0.0,0.0,0.0,0.00041143069139449527,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.1182286421355502,0.0,0.0,0.03120282565106442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05907428047007047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ats,0.03856454580986916,0.0,0.0,0.0,0.0,0.0906891204466823,0.0,0.0,0.0,0.04748799204287435,0.0,0.0,0.0,0.05787546126562136,0.0,0.09065265279578048,0.008207613935957793,0.0,0.0,0.5552108100907199,0.27704034406312716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08510282355928991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7362834647835984,0.0,0.0,0.70630197111252,0.0,0.0,1.0,0.0,0.3574161007297355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43763357718871654,0.0,0.0,0.0,0.0,0.0,0.0,0.001845362967677348,0.0,0.0,0.0,0.0,0.001707852792931079,0.0,0.0,0.0,0.0018577338865491792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0013682590409043948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dcc,0.021470443410155693,3.982931854974565e-06,0.0,0.0,0.0,0.05048627892519517,0.006051197876575456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05046597752645949,0.0,0.0,0.0,0.2085159612696041,0.0,0.0,0.0,0.17134631993338162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7922678301163754,0.0,0.0,0.0,0.0003445810570088747,0.4098861273324185,0.0,0.06472803209075034,0.3931955469781638,0.0,0.1182286421355502,0.3574161007297355,0.0013682590409043948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005185040034546051,0.0,0.0,0.0,0.0801398159931085,0.0,0.0,0.0005689578316268844,0.0,0.0,0.0,0.0
lev,0.0,0.0,0.0,0.0,0.0,0.0,0.1370561712274316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006124592113683998,0.0,0.0,0.0,0.0008789995203278768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266057730000505
rut,0.0,0.0,0.0012897597138911484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006467910003539166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9763387783305253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20172375976838297,0.0,0.0,0.0,0.0,0.03923693523271323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03120282565106442,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ltl,0.0,0.0,0.0,0.0,0.0,0.0,0.06321743295827686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5727632394436175,0.0,0.0006360667157343481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5624797951802043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01884472412098323,0.0,0.0,0.0,0.0,0.0,0.3743168476007514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1885026733407487,0.0,0.0,0.0,0.0,0.0
clo,0.0,0.0,0.049844153619378266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06541577950415194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053325927468778664,0.0,0.0
lov,0.0,0.0,0.0,0.0,0.0,0.0,7.912199342016428e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005185040034546051,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6137477231953125,0.0,0.0,0.0,0.0
mso,5.221191616488166e-06,0.0,0.0,0.0,0.0,0.0,0.05002024590408087,0.0,0.0,0.17926833659697908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022208581085562842,0.0,0.0,0.0,0.0,0.0,0.0,8.938688018836151e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dnc,0.0,0.022979601516785318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325532748020139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rte,0.0,0.0,0.0012592424234004113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006314871351207211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9763387783305253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phi,0.0,0.0,1.4083173592834084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22812006043759217,0.0,0.0,0.0,0.0,0.0,0.0,0.00920445693952888,0.0,0.0,0.0,0.0,0.0856151299585583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025730868098906408,0.0,0.0,0.0,0.3779078117245854,0.0,0.0,0.0,0.0,0.0,0.05907428047007047,0.0,0.0,0.0801398159931085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3r,0.042314726274920646,0.0,0.13486732569728313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006706123379193872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
afy,0.0,0.0,0.014858574105418486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07837256813218224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1885026733407487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
vsv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005689578316268844,0.0,0.0,0.0,0.0,0.0,0.0,0.6137477231953125,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0
los,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21474650941810092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
aww,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08722576450512726,0.0,0.0,0.0,0.0,0.0,0.02267183801768735,0.0,0.0,0.0,0.0,0.03286492897883945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053325927468778664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0
eab,0.0,0.0,0.0,0.0,0.0,0.0,0.0006077475633221829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006500911816827951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0036464853799330972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03303792452586168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266057730000505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
