,mel,afi,d4r,bea,cas,nsc,d6r,mfi,bik,mtt,ddr,mwf,sod,fer,pcr,bog,mor,cha,lta,imf,dzc,can,non,pau,mei,sti,mtn,jbw,stf,aft,bre,lau,gis,ast,nat,ton,dsc,afs,mtw,gme,doh,rth,d8r,ats,abw,dcc,lev,rut,atn,ltl,bph,clo,lov,mso,dnc,rte,phi,d3r,afy,vsv,los,aww,eab,ave
aft,0.9924746706523279,0.9963411190688901,0.9978910914242953,0.9874578629163709,0.9919793285183415,0.9959111675715102,0.9862106182400278,0.9835176851055417,0.9948499980487482,0.994300843888929,0.9960017300716348,0.9898493518552405,0.9798073146291763,0.9966037213828514,0.9713878666062739,0.9959744397952345,0.9896043061020984,0.9919522990151576,0.9822532484478657,0.9956352338239148,0.9858800693724309,0.9863213103248644,0.9975693140370094,0.9441493826277856,0.9814870096334074,0.9968414961083453,0.9957191262173682,0.9950831287860733,0.996907889058181,1.0000000000000002,0.9977342256379441,0.9947563220819868,0.9752079259132644,0.9952468185502514,0.9838566288331743,0.9946901587355066,0.9793732393147866,0.9969473081943858,0.9911868276153752,0.9963349027219965,0.9974620282324728,0.9944645139846777,0.9612033462110302,0.9976356939908516,0.936334595446878,0.9836265800466967,0.9898908321499068,0.9880650668701227,0.9892072306583762,0.9064754193871244,0.9726706193194673,0.9967162810349329,0.9756673448015124,0.9536731493774081,0.9698550340364831,0.9916106299997356,0.936724355757571,0.9933482431338266,0.9864304324819276,0.9745289293551448,0.9829055882880586,0.9088554911535879,0.9730671867496317,0.757221679618664
bre,0.9903292804660256,0.9958345593464013,0.995870958552461,0.9869098174483985,0.9909052992335452,0.9965568663799065,0.9825278362992579,0.9804422234634701,0.9967796731328903,0.9963994070871367,0.9910780932518071,0.9916284371195149,0.9724150970962679,0.9933606013550902,0.9585556924745217,0.9963703846152028,0.9876961347589917,0.98874832055189,0.9709626790959979,0.9964384637581936,0.984362809636192,0.9852763004415782,0.9993171274020469,0.943029182387397,0.9759652397286472,0.9928539392940606,0.9930845966175899,0.9968151175525385,0.9997915011927597,0.9977342256379441,1.0,0.9977920030360978,0.9751507285155231,0.9903572260972593,0.9868483674500246,0.9974767790944347,0.9790467492412791,0.9916688935351776,0.9913349392955427,0.9958528097829896,0.9996852422729048,0.9893160737922249,0.950216588475335,0.9997901147687902,0.9296715860440913,0.9840183079840322,0.9893726588939864,0.9845344464111027,0.9845311384616153,0.9040908368997421,0.9576438826553337,0.9946655879555205,0.9715188390419897,0.948914202940301,0.9538594513899805,0.988978771696701,0.9347304043425446,0.9942791368808553,0.9891494374197022,0.974791903109925,0.9885853804847459,0.9081518521354829,0.9798001418865364,0.744247799968735
lau,0.9916224808246595,0.9950929872588765,0.9953215588589188,0.9913105462369548,0.9925692920642687,0.9963340764299928,0.9845751085885831,0.9835056391504666,0.9972018476370235,0.9955040353744069,0.9896414412643704,0.992822872508383,0.9738054865202034,0.9910204779661627,0.9570234789690263,0.9962520181247729,0.9900489911345184,0.9888953405362249,0.9686834160710709,0.991366572394125,0.9865357278136396,0.9874642120053703,0.997569942577366,0.9510660131804511,0.9764703508531942,0.9905699441932917,0.991185129254841,0.9969716888503602,0.9972415992659064,0.9947563220819868,0.9977920030360978,0.9999999999999998,0.9787603198760146,0.9904498183315777,0.987236703672374,0.9964960035713718,0.9818411754492268,0.9879656679177627,0.9941290367132611,0.9945252725771438,0.9974881428970878,0.9876181212275879,0.9540525840121465,0.9970673195404114,0.9353302421891891,0.9868085269973546,0.9902557833532017,0.9775727876264184,0.9862759415689042,0.9149293091178076,0.95205713421126,0.9923086046099523,0.9737942373153177,0.9550533022420019,0.9491952732407023,0.9828059530177058,0.9433774546210965,0.9954505665549046,0.990145789681596,0.9791526285833094,0.9825277066951792,0.9263568886085993,0.9728896104721093,0.7574339183475055
gis,0.9916038462260746,0.988045821129064,0.9869481834220656,0.9917241674339291,0.9919198007275603,0.9882030218199617,0.9963982591502862,0.9929915353098889,0.989555033177539,0.987836509914434,0.9820896389441517,0.9947528625705313,0.993022136107189,0.9854555595418711,0.977628413077118,0.9884890680743867,0.993663406314201,0.9938490244078789,0.9776933936022841,0.9661270420758924,0.9968762482045262,0.998117550414007,0.9816984329909454,0.9915916728443076,0.9951026878256001,0.9841618226596525,0.9830714447440337,0.9896208565995316,0.9742175377391457,0.9752079259132644,0.9751507285155231,0.9787603198760146,0.9999999999999997,0.9855756514601028,0.9927054075055392,0.9857145053522297,0.9994421425080597,0.9815558391729121,0.9902945860379806,0.988578674472695,0.9776636889190081,0.9876882160387626,0.9852753151599684,0.9758897627043481,0.98627398943326,0.9987822697197973,0.9959139135870215,0.9579454997721417,0.9929160043998667,0.9750244035991805,0.9652725341666857,0.9789983290317058,0.997030711976236,0.9921464505790374,0.9633195509271635,0.9635276319475581,0.9866897171298362,0.9890489986818238,0.9925435920713673,0.9985744436216021,0.950852046839742,0.9584332848906221,0.9395404953466632,0.8416628747160659
ast,0.995109185071871,0.9967445637856456,0.9984139647481457,0.991212950382734,0.9939012585174754,0.9953968704130783,0.994598778606184,0.9896119458125465,0.9940143076935046,0.9934776670710798,0.9994744053256645,0.9925991097520357,0.9927545052442277,0.998583367311677,0.9871066925618688,0.9957962182933413,0.993804610342365,0.9979054362900194,0.9934985803316553,0.9884703400664255,0.9917255164235627,0.992961640437895,0.99308895314787,0.9616622705818344,0.9926255185596585,0.9990585527745146,0.9980969700731476,0.9941810778248664,0.989259154384225,0.9952468185502514,0.9903572260972593,0.9904498183315777,0.9855756514601028,1.0,0.9878541805119605,0.9921905164890115,0.9890333620996457,0.997852926678394,0.992221039772187,0.9966620424532575,0.9917121474051056,0.9990011156797045,0.9811084949700105,0.9903473094840901,0.9595160835137904,0.9901904718203688,0.9948861302888088,0.9860210077824115,0.9972636593192543,0.931764806450512,0.9836552423445917,0.9966943551105965,0.9884969323780058,0.9712740981941592,0.982614117686246,0.9890829465495309,0.955749769411588,0.9920851817172733,0.9879044504317384,0.9842255677286814,0.972701474619336,0.9285429635504686,0.9614890549731563,0.7887359120969778
nat,0.9872734410056543,0.9951396849636888,0.9909150707247516,0.9848651810061673,0.9879110243975102,0.9954285847932106,0.9893718411185782,0.981549038158918,0.9948554219282068,0.9968600217308994,0.9867633382652183,0.9955212402550146,0.9843841108317141,0.9917979428707118,0.968159953411094,0.9953370865020298,0.9874433146628239,0.9931360127431433,0.9752840795261467,0.9849550424549762,0.9900268136246754,0.9935112581511685,0.9918685259995231,0.9696404570171382,0.9869993739997163,0.9884960487328653,0.9917089407647047,0.9947501698536462,0.9879010658384756,0.9838566288331743,0.9868483674500246,0.987236703672374,0.9927054075055392,0.9878541805119605,0.9999999999999999,0.9958114710029757,0.9953484505330404,0.984971455887977,0.9866409338221479,0.9949011806972428,0.9897384815564028,0.9882090453269051,0.9676077669784112,0.98790582552308,0.9636514473883172,0.9938385431932105,0.9945097848512191,0.9788225663583807,0.9907077985986009,0.9451671116602081,0.9592722818046345,0.9906426045375349,0.9861685790973514,0.9702163741547261,0.9564947905177587,0.9826493085934132,0.9605322256322291,0.988284404119551,0.9981073169922497,0.9880732129894281,0.9784940729505253,0.9240663276840909,0.9729548024877701,0.7747049389130614
ton,0.9918592858651186,0.9986528065591721,0.9967218126181978,0.9889552799248281,0.9925038536299882,0.9992312278534462,0.988311228403247,0.9836367054773303,0.9991077335277008,0.9998119191637986,0.9921038946190026,0.9963965156806334,0.9802769691000536,0.9956661102731161,0.9651225274176689,0.9990755305148106,0.9904424573213969,0.9935639352115065,0.9754093950254515,0.9946782583863147,0.9897041004332292,0.991781564921634,0.9992678888315343,0.9572491612045642,0.9834578229203614,0.9938670617830162,0.9955338709438938,0.9990641590664094,0.9978680703463341,0.9946901587355066,0.9974767790944347,0.9964960035713718,0.9857145053522297,0.9921905164890115,0.9958114710029757,1.0000000000000002,0.9891136306851144,0.9915604810504025,0.9922671946852673,0.998511551682362,0.9985723880189545,0.9916514202337555,0.9601826801642505,0.9978288736486693,0.9468786951183086,0.9912597578216469,0.99458175518178,0.9851649309740304,0.9901120260975311,0.9244175021252751,0.9606091726734592,0.9960246385101992,0.9805883227007041,0.9606900190092634,0.9572432781561235,0.9893552044839282,0.9484860969263517,0.9946713092030174,0.9962531691294586,0.9834387562938608,0.9876742628962393,0.917698458628032,0.9804118790837257,0.7586754967428169
dsc,0.9923280731934011,0.9914125778627264,0.9899049932154681,0.9915210938796739,0.9924433196550967,0.99128966504216,0.9969062986179238,0.9919873217414112,0.991930349560887,0.9911721417345959,0.9862655114958974,0.996072864439919,0.9939009743388542,0.9893560061793993,0.9797591954667833,0.9915488738317682,0.9938402800357483,0.995980400613846,0.9812681238910149,0.9723740106897601,0.9967131950292435,0.9986074738432419,0.9853102352247192,0.9873184089545365,0.995711256897463,0.9878630501278639,0.9877205526421466,0.9919757314699091,0.9784898143411931,0.9793732393147866,0.9790467492412791,0.9818411754492268,0.9994421425080597,0.9890333620996457,0.9953484505330404,0.9891136306851144,1.0,0.9850241836143515,0.9906915846155282,0.9919771376219321,0.9817824395216854,0.9905615353669701,0.9847529068465835,0.9798504070480406,0.9830185121622985,0.9987637291237628,0.9972434121141741,0.9658924980089153,0.9948507988805956,0.9687960474699603,0.9683895707766811,0.9841968236148194,0.9966817133993628,0.9888006128076292,0.9667488621484912,0.9707799275580128,0.9817488238111819,0.9899235462344176,0.9944078714694738,0.9972411726914671,0.9585125436684508,0.9512082267448854,0.948228587861622,0.827402445403422
afs,0.9943348829045846,0.9956445099045503,0.9978023838386213,0.988184289198617,0.9929819040898188,0.9941225355800363,0.9921603602719805,0.9880357725112089,0.9928488093173071,0.9925524859156827,0.9983549576749743,0.9909127346023756,0.9899014295893086,0.9985353434663429,0.9860110206528013,0.9944231769739966,0.9921724577388996,0.9962819933712616,0.9925291992525769,0.9904155237561846,0.990026600264968,0.9903863814862159,0.9935778077400473,0.9553415289671863,0.9911084687578645,0.9992038654861113,0.9968631203697154,0.9932878232099605,0.9905118599397102,0.9969473081943858,0.9916688935351776,0.9879656679177627,0.9815558391729121,0.997852926678394,0.984971455887977,0.9915604810504025,0.9850241836143515,0.9999999999999999,0.990570747297028,0.9961575359462927,0.9924801207453656,0.9990089151901734,0.9760741191428414,0.9920332496679809,0.9537000487328836,0.9873578718240081,0.9931935731533325,0.9875391051804941,0.9937815552935311,0.9227026739262053,0.9866281250967258,0.9957547702157127,0.9857085777870309,0.9664111025225226,0.9842020004001195,0.9905201606525535,0.9494286767057564,0.9917711722157498,0.9855098891352961,0.980556173126416,0.9745458759843695,0.9159969948504183,0.963047246464658,0.7847563200231226
mtw,0.9991188198916358,0.9933766096584593,0.995834785147897,0.9994640546155419,0.9996117030873181,0.9941951338214071,0.9952636747086197,0.9970583958428777,0.9965664344110567,0.9924654638832004,0.9899007245505494,0.9967797064053695,0.9866967936670882,0.9907508337035738,0.9718557317834107,0.9943978415452639,0.9990247892794549,0.9945309319649557,0.9766804737339416,0.980011018987388,0.9970203742382278,0.9961413324077311,0.9929481227749566,0.974665964800572,0.98957990098146,0.9918121251589769,0.98852830677287,0.9966376383446954,0.9893124110618635,0.9911868276153752,0.9913349392955427,0.9941290367132611,0.9902945860379806,0.992221039772187,0.9866409338221479,0.9922671946852673,0.9906915846155282,0.990570747297028,1.0,0.9939630941613826,0.9910888107464076,0.9924226367074979,0.9742616759662993,0.9908074305235522,0.9614699530192264,0.9957444764264859,0.99646885054737,0.9657866798926662,0.9922691861943592,0.9457552586235949,0.9649326625741653,0.9867405795448196,0.9889577907692493,0.9789257338249008,0.962290919427255,0.9722169011774828,0.9704877374170133,0.9995122370388493,0.9901374291011251,0.992833556249081,0.9640243540288098,0.953841627545335,0.9497598315239458,0.8196505477177025
gme,0.9952700737087931,0.9995326719783356,0.9989512339937151,0.9914984558784535,0.9951306011137532,0.9992600370746378,0.9933996345074887,0.9885374065819887,0.9987564535784141,0.9990309049616523,0.9965281660163365,0.9971086988415951,0.987901471726408,0.99863656394308,0.9767474289813642,0.9993155689637613,0.9939382013461134,0.9976338891467382,0.984790740417025,0.9933667757014122,0.9932191215598173,0.9949067764602486,0.9982717976924936,0.9626274824504938,0.9901271381142961,0.9977567794866181,0.9980614755845694,0.9988735669352843,0.9956283560989451,0.9963349027219965,0.9958528097829896,0.9945252725771438,0.988578674472695,0.9966620424532575,0.9949011806972428,0.998511551682362,0.9919771376219321,0.9961575359462927,0.9939630941613826,0.9999999999999997,0.9971484022900163,0.9967541133651728,0.9713175259530067,0.996312482983184,0.9560321656551112,0.9934281695601093,0.9971417999258527,0.9866444322173777,0.9947819945669124,0.9315659347778593,0.9728066778805772,0.9975433526602581,0.986861253942573,0.9684378539705766,0.9703965293688336,0.9904474807942198,0.9553369000027301,0.9955371947626528,0.9950312353408918,0.9866490571948857,0.9825669075558502,0.9234244904285018,0.9735642528079724,0.7771505200105526
doh,0.9904912808296036,0.997018439560393,0.9964993926807583,0.9868697199683684,0.9909544625112127,0.9975119008772693,0.9840494260093047,0.9805974136013615,0.9975552701690884,0.9978620255288132,0.9925880372365016,0.9931035005070452,0.9748610810499859,0.994901249244301,0.9615736678127331,0.9973447336568795,0.9880531165418872,0.990520882930383,0.9735048198872907,0.9972623005636605,0.9852967153918256,0.9868731936519557,0.9996847123101386,0.945521391117151,0.9783467150432856,0.9941403410118845,0.9950676165825613,0.9975679290308043,0.9997587998204891,0.9974620282324728,0.9996852422729048,0.9974881428970878,0.9776636889190081,0.9917121474051056,0.9897384815564028,0.9985723880189545,0.9817824395216854,0.9924801207453656,0.9910888107464076,0.9971484022900163,1.0000000000000002,0.990757894501338,0.9531001341269238,0.9995875270432525,0.9336115368597137,0.9856563068353128,0.9910525356261259,0.9870073599994136,0.9861899558766051,0.9077095311108264,0.9597658686943935,0.9962580559045411,0.9741756736700534,0.951208133379013,0.956199196792242,0.9911044541788464,0.9371026296320871,0.9939757631793626,0.9907206941983779,0.9766895802416552,0.9903220713100727,0.908040509609273,0.9819146017761903,0.7434967321304939
rth,0.9960856600569763,0.9961313653324084,0.997992812223231,0.9912556784383311,0.9947957248007171,0.9946375751939399,0.9961040090551947,0.9915624560689007,0.993755199819065,0.9931867944752529,0.9987295891748915,0.9936014540326907,0.994565178242762,0.9986213896050605,0.9897379405541461,0.9950228598129599,0.9948570323715153,0.9987785805382089,0.9944344896092454,0.9869753193197536,0.9936612854350122,0.994401202749429,0.9924217640235513,0.9654574891505096,0.9954404289254017,0.9992826325876472,0.997226106727288,0.9941021781228442,0.9880859077148001,0.9944645139846777,0.9893160737922249,0.9876181212275879,0.9876882160387626,0.9990011156797045,0.9882090453269051,0.9916514202337555,0.9905615353669701,0.9990089151901734,0.9924226367074979,0.9967541133651728,0.990757894501338,0.9999999999999999,0.9832646133111883,0.9896787701654172,0.9642554269935133,0.9917882869401604,0.9961948376671339,0.9844594945945581,0.9969659489238529,0.9365062734867406,0.9871057702687267,0.9951305367577242,0.9915290503968782,0.9751596669999508,0.9853134321292774,0.987716289943254,0.9601953670670631,0.9926502244607285,0.9879046713173908,0.9866801561933402,0.9706187100681697,0.9283447312982671,0.9585732634347245,0.8004019887387877
